Year	Rank	InverseRank	Company	Revenue	Profit
1960	368	133	Ideal_Basic_Industries	108.5	20.5	   
1960	369	132	Botany_Industries	106.6	4.1	   
1960	370	131	Cincinnati_Milacron	106.4	2.1	   
1960	371	130	Cessna_Aircraft	105.8	7.9	   
1960	372	129	McGraw-Hill	105.8	8.2	   
1960	373	128	Stanley_Works	105.7	4.9	   
1960	374	127	Paccar	105	2.6	   
1960	375	126	Champion_Spark_Plug	104.9	16.4	   
1960	376	125	Royal_McBee	104	1.3	   
1960	377	124	New_York_Times	103.3	3	   
1960	378	123	Kayser-Roth	103.3	4.2	   
1960	379	122	Amerada_Hess	102.4	24	   
1960	380	121	Beaunit	102	2.9	   
1960	381	120	Ward_Foods	102	0.9	   
1960	382	119	Dayco	101.8	2.4	   
1960	383	118	National_Can	101.8	0.3	   
1960	384	117	Mohasco	101.2	10.6	   
1960	385	116	Certainteed	100.8	3.4	   
1960	386	115	LTV	100.7	1.2	   
1960	387	114	Minute_Maid	99.1	4.7	   
1960	388	113	Island_Creek_Coal	98.9	3.4	   
1960	389	112	Fairmont_Foods	98.5	1.5	   
1960	390	111	Great_Western_Sugar	98.3	6.7	   
1960	391	110	Armstrong_Rubber	97.4	5	   
1960	392	109	Riegel_Textile	97.3	1.8	   
1960	393	108	Di_Giorgio	96.3	1	   
1960	394	107	Times_Mirror	96.3	4.8	   
1960	395	106	National_Homes	94.1	1.8	   
1960	396	105	Harsco	94	7.2	   
1960	397	104	Wyandotte_Chemicals	93.9	4.5	   
1960	398	103	Reichhold_Chemicals	93.6	3.6	   
1960	399	102	Pepperell_Manufacturing	93	3.7	   
1960	400	101	Inland_Container	92.6	6.3	   
1960	401	100	Wm._Wrigley_Jr.	92.6	10.1	   
1960	402	99	Dole	91.9	4.2	   
1960	403	98	Western_Publishing_Group	91.7	5.6	   
1960	404	97	American_Agricultural_Chemical	91.5	5.1	   
1960	405	96	Joslyn_Manufacturing_and_Supply	91.4	4.6	   
1960	406	95	Emerson_Electric	91.3	3.9	   
1960	407	94	Joy_Technologies	91.1	5	   
1960	408	93	Sunbeam/Oster	90.9	8.7	   
1960	409	92	Magnavox	90.6	3.4	   
1960	410	91	Safety-Kleen	90.4	0.6	   
1960	411	90	USM	90.2	9.2	   
1960	412	89	Eastern_States_Farmers'_Exch.	90	1.5	   
1960	413	88	Polaroid	89.9	10.7	   
1960	414	87	Plymouth_Oil	89.7	2.2	   
1960	415	86	Beech_Aircraft	89.5	4	   
1960	416	85	Lily-Tulip_Cup	89.5	6.6	   
1960	417	84	Briggs_and_Stratton	89	8.9	   
1960	418	83	American_Optical	89	2.8	   
1960	419	82	Standard_Pressed_Steel	88.9	5.2	   
1960	420	81	City_Products	88.8	3.7	   
1960	421	80	Lone_Star_Industries	88.7	17.1	   
1960	422	79	Midland-Ross	88.7	4	   
1960	423	78	Raybestos-Manhattan	88.7	3.9	   
1960	424	77	American_Forest_Products	88.3	2.9	   
1960	425	76	Harbison-Walker_Refractories	87.9	9.1	   
1960	426	75	Standard_Packaging	87.9	5.4	   
1960	427	74	Laclede_Steel	87.7	5.6	   
1960	428	73	Pennwalt_Corp	87.5	4.6	   
1960	429	72	Minnesota_and_Ontario_Paper	87.5	5.9	   
1960	430	71	Premcor	87.4	2.1	   
1960	431	70	Lear	87	2.4	   
1960	432	69	North_American_Philips	86.9	5	   
1960	433	68	U.S._Industries	86.6	-1.7	   
1960	434	67	Delhi-Taylor_Oil	86.6	2.7	   
1960	435	66	P.R._Mallory	86.5	4.3	   
1960	436	65	St._Joseph_Lead	86.2	6.3	   
1960	437	64	Handy_and_Harman	86	1.3	   
1960	438	63	Lehigh_Portland_Cement	85.7	9.4	   
1960	439	62	Butler_Manufacturing	85.3	3.2	   
1960	440	61	Canada_Dry	85.3	4	   
1960	441	60	Consolidated_Papers	85	7.2	   
1960	442	59	Ryan_Aeronautical	84.7	2.8	   
1960	443	58	Clevite	84.7	6.5	   
1960	444	57	Evans_Products	84.4	2.1	   
1960	445	56	Trane	84.1	5	   
1960	446	55	Lees_(James)_and_Sons	83.8	5.7	   
1960	447	54	Northwestern_Steel_and_Wire	83.8	8.4	   
1960	448	53	Cleveland-Cliffs	83.8	7.2	   
1960	449	52	Howmet	83.7	1.8	   
1960	450	51	Joy_Global	83.2	2.4	   
1960	451	50	Hartmarx	83.1	2.8	   
1960	452	49	Cosden_Petroleum	83.1	4.5	   
1960	453	48	Lukens_Steel	83.1	4.2	   
1960	454	47	Chicago_Pneumatic_Tool	83	9.1	   
1960	455	46	Calumet_and_Hecia	81.7	4.7	   
1960	456	45	Ceco_Industries	81.7	2.5	   
1960	457	44	Sundstrand	81.6	3.8	   
1960	458	43	Todd_Shipyards	81.5	3	   
1960	459	42	Virginia-Carolina_Chemical	81.5	1.2	   
1960	460	41	Houdaille_Industries	81.3	2.9	   
1960	461	40	Alan_Wood_Steel	81.1	4.9	   
1960	462	39	Kroehler_Manufacturing	80.9	1.8	   
1960	463	38	Schering-Plough	80.6	11.9	   
1960	464	37	Hanna_Mining	80	7.8	   
1960	465	36	Reliance_Electric	79.9	4.2	   
1960	466	35	Fuller_(W.P.)	79.8	1.1	   
1960	467	34	Robertshaw_Controls	79.5	5.8	   
1960	468	33	Consolidated_Cigar	78.6	4	   
1960	469	32	Federal_Paper_Board	78.1	4.7	   
1960	470	31	Seaboard	77.4	0.2	   
1960	471	30	Permanente_Cement	77.2	10.3	   
1960	472	29	Lear_Siegler	77.1	2.2	   
1960	473	28	Tennessee_Corp.	76.9	9.7	   
1960	474	27	American_Petrofina	76.8	1	   
1960	475	26	Daystrom	76.6	0.6	   
1960	476	25	Hupp	76.4	2.1	   
1960	477	24	Tobin_Packing	76.3	1.6	   
1960	478	23	Celotex	76.2	4.1	   
1960	479	22	Columbian_Carbon	76.1	6.1	   
1960	480	21	Olivetti_Underwood	75.4	-14.1	   
1960	481	20	Bucyrus-Erie	75.4	-1.8	   
1960	482	19	Gardner-Denver	74.7	7.7	   
1960	483	18	Remington_Arms	74.6	7.8	   
1960	484	17	Bliss_(E.W.)	74.6	0.8	   
1960	485	16	McCall	74.5	1.3	   
1960	486	15	Bibb_Manufacturing	74.4	2.4	   
1960	487	14	Friden	74.2	4	   
1960	488	13	Tappan	74.1	3.4	   
1960	489	12	Standard_Kollsman_Industries	73.8	1.5	   
1960	490	11	Ekco_Products	73.6	5.4	   
1960	491	10	Carey_(Philip)_Manufacturing	73.2	3.3	   
1960	492	9	Walworth	72.9	-4.6	   
1960	493	8	Anderson-Prichard_Oil	72.6	6.9	   
1960	494	7	Oxford_Paper	72.5	2.3	   
1960	495	6	Tung-Sol_Electric	72.3	2.7	   
1960	496	5	Universal_Match	72.3	4.9	   
1960	497	4	Miles_Laboratories	72.2	4.4	   
1960	498	3	Champlin_Oil_and_Refining	72.2	8.5	   
1960	499	2	Bigelow-Sanford	72	1.9	   
1960	500	1	Masonite	71.8	5.6	   
1961	1	500	General_Motors	12736	959	   
1961	2	499	Exxon_Mobil	8034.7	688.6	   
1961	3	498	Ford_Motor	5237.9	427.9	   
1961	4	497	General_Electric	4197.5	200.1	   
1961	5	496	U.S._Steel	3698.5	304.2	   
1961	6	495	Mobil	3178.1	182.6	   
1961	7	494	Chrysler	3007	32.2	   
1961	8	493	Texaco	2980.3	391.8	   
1961	9	492	Gulf_Oil	2720.8	330.3	   
1961	10	491	ATandT_Technologies	2640.4	124.5	   
1961	11	490	Esmark	2442.5	18.4	   
1961	12	489	Bethlehem_Steel	2178.1	121.2	   
1961	13	488	DuPont	2142.6	381.4	   
1961	14	487	Amoco	2005.8	144.8	   
1961	15	486	General_Dynamics	1987.7	-27.1	   
1961	16	485	CBS	1955.7	79.1	   
1961	17	484	Shell_Oil	1827.8	144.6	   
1961	18	483	Armour	1735.6	16.2	   
1961	19	482	Navistar_International	1683.3	53.7	   
1961	20	481	Kraft	1667.2	50.7	   
1961	21	480	ChevronTexaco	1663.4	266.1	   
1961	22	479	Boeing	1554.6	24.5	   
1961	23	478	Goodyear_Tire_and_Rubber	1550.9	71	   
1961	24	477	Union_Carbide	1548.2	158	   
1961	25	476	RCA	1486.2	35.1	   
1961	26	475	Procter_and_Gamble	1441.5	98.1	   
1961	27	474	Intl._Business_Machines	1436.1	168.2	   
1961	28	473	Lockheed_Martin	1332.3	-42.9	   
1961	29	472	Sinclair_Oil	1222.4	52.5	   
1961	30	471	Firestone_Tire_and_Rubber	1207.2	65	   
1961	31	470	ConocoPhillips	1200.2	112.9	   
1961	32	469	General_Telephone_and_Electronics	1178.5	72.4	   
1961	33	468	Douglas_Aircraft	1174	-19.4	   
1961	34	467	Sperry	1173.1	37.2	   
1961	35	466	Continental_Group	1117	27.8	   
1961	36	465	General_Foods	1087.1	61.1	   
1961	37	464	American_Can	1059	35.4	   
1961	38	463	American_Motors	1057.7	48.2	   
1961	39	462	Republic_Steel	1053.9	52.8	   
1961	40	461	International_Paper	1012.6	71.7	   
1961	41	460	United_Technologies	987.9	13.9	   
1961	42	459	Citgo_Petroleum	980.6	41.3	   
1961	43	458	Uniroyal	966.8	30.7	   
1961	44	457	Rockwell_Automation	964.2	23.4	   
1961	45	456	Borden_Chemical	956	26.9	   
1961	46	455	Eastman_Kodak	944.8	127.1	   
1961	47	454	ARMCO	938	70.5	   
1961	48	453	Burlington_Industries_Equity	913	35.4	   
1961	49	452	Monsanto	890.1	67.8	   
1961	50	451	Alcoa	861.2	40	   
1961	51	450	ITT_Industries	811.4	38.5	   
1961	52	449	Nabisco_Group_Holdings	795.8	105.3	   
1961	53	448	Bendix	787	26.2	   
1961	54	447	Dow_Chemical	781.4	82.4	   
1961	55	446	Jones_and_Laughlin_Steel	778.8	33.2	   
1961	56	445	Honeywell_Intl.	765.8	51.3	   
1961	57	444	Goodrich	764.7	30	   
1961	58	443	GenCorp	753.9	22.8	   
1961	59	442	Sunoco	749.8	49.3	   
1961	60	441	Ryerson_Tull	747.1	47.1	   
1961	61	440	Fortune_Brands	724.1	62.5	   
1961	62	439	Caterpillar	716	42.6	   
1961	63	438	National_Intergroup	697.1	41.9	   
1961	64	437	Conoco	694.3	61.2	   
1961	65	436	Bestfoods	691.4	38.2	   
1961	66	435	Olin	689.6	34.7	   
1961	67	434	AMAX	679	38.7	   
1961	68	433	Martin_Marietta	651.2	15.7	   
1961	69	432	PPG_Industries	628	47.6	   
1961	70	431	Anaconda	624.4	46.1	   
1961	71	430	BorgWarner	586.9	27.2	   
1961	72	429	Wilson	585.3	2	   
1961	73	428	Tidewater_Oil	583.1	35.1	   
1961	74	427	American_Cyanamid	578.4	46.8	   
1961	75	426	Colgate-Palmolive	576.3	21.2	   
1961	76	425	Youngstown_Sheet_and_Tube	574.2	25.7	   
1961	77	424	Atlantic_Richfield	561.2	46.6	   
1961	78	423	Owens-Illinois	561	33.2	   
1961	79	422	Crown_Zellerbach	553.7	40.1	   
1961	80	421	Sealed_Air	552.9	16.2	   
1961	81	420	3M	549.7	70.7	   
1961	82	419	Raytheon	540	11.5	   
1961	83	418	General_Mills	537.8	11.5	   
1961	84	417	St._Regis	536.2	49.8	   
1961	85	416	Allis-Chalmers	530	10.6	   
1961	86	415	Singer	525.9	20.9	   
1961	87	414	Pure_Oil	523.6	32.6	   
1961	88	413	NL_Industries	522.7	50.2	   
1961	89	412	Campbell_Soup	516.2	39.9	   
1961	90	411	J.P._Stevens	512.7	15.3	   
1961	91	410	Morrell_(John)	511.8	3.6	   
1961	92	409	Ralston_Purina	510.3	18	   
1961	93	408	Coca-Cola	502	39.3	   
1961	94	407	Kennecott	496.5	77.4	   
1961	95	406	American_Standard	480.2	13.2	   
1961	96	405	Asarco	475.6	28.9	   
1961	97	404	Deere	468.5	17.8	   
1961	98	403	United_Merchants_and_Mfrs.	468.2	14.3	   
1961	99	402	Sunray_DX_Oil	463.8	41.1	   
1961	100	401	Weyerhaeuser	457.9	47.8	   
1961	101	400	NCR	457.8	20	   
1961	102	399	Nabisco_Brands	451.8	27.9	   
1961	103	398	Wyeth	446.5	48.6	   
1961	104	397	Whirlpool	446.4	15.7	   
1961	105	396	Beatrice	443.1	10.3	   
1961	106	395	Standard_Brands	443.1	17.5	   
1961	107	394	Unocal	440.6	34.5	   
1961	108	393	Reynolds_Metals	438.7	25.7	   
1961	109	392	Foremost_Dairies	437.7	7.3	   
1961	110	391	McDonnell_Douglas	437	12.1	   
1961	111	390	Honeywell	426.2	26.2	   
1961	112	389	Pullman	421.5	12.1	   
1961	113	388	TRW	420.4	12.1	   
1961	114	387	Carnation	417.6	11.2	   
1961	115	386	Hygrade_Food_Products	417	2.5	   
1961	116	385	Continental_Baking	410.6	6.5	   
1961	117	384	Kaisertech	406.6	22.8	   
1961	118	383	Kimberly-Clark	403.8	31.3	   
1961	119	382	BP_America	399.2	24.7	   
1961	120	381	IPL	398.7	4.2	   
1961	121	380	Philco	389.5	2.3	   
1961	122	379	Lever_Brothers	388.6	11.4	   
1961	123	378	Unisys	387.5	9.2	   
1961	124	377	Textron	383.2	14.2	   
1961	125	376	Pillsbury	373.8	6.5	   
1961	126	375	Hormel_Foods	372.3	4.5	   
1961	127	374	American-Marietta	368.1	24.4	   
1961	128	373	Manville	365.2	26.5	   
1961	129	372	FMC	363.9	21.1	   
1961	130	371	AMF	361.5	24.1	   
1961	131	370	Brunswick	359.9	38	   
1961	132	369	Merritt-Chapman_and_Scott	355.6	-29.7	   
1961	133	368	Del_Monte_Foods	352.5	14.5	   
1961	134	367	Marathon_Oil	352	39.2	   
1961	135	366	Otis_Elevator	350.1	4.7	   
1961	136	365	Cudahy	340.9	0.8	   
1961	137	364	H.J._Heinz	340.2	12.2	   
1961	138	363	Mead	338.8	13.7	   
1961	139	362	Hercules	336.9	27.2	   
1961	140	361	Altria_Group	330.5	21	   
1961	141	360	Container_Corp._of_America	327.3	17.1	   
1961	142	359	Grumman	325.6	7.2	   
1961	143	358	Norton_Simon	325.3	7.9	   
1961	144	357	Studebaker	323.2	0.7	   
1961	145	356	Avco	322.7	10	   
1961	146	355	Quaker_Oats	321.8	13.5	   
1961	147	354	Genesco	321.2	8.2	   
1961	148	353	Amstar	317.7	9.4	   
1961	149	352	Scott_Paper	313.3	27.7	   
1961	150	351	Babcock_and_Wilcox	311	17.8	   
1961	151	350	Liggett_Group	310.4	28.7	   
1961	152	349	McGraw-Edison	310.2	13.8	   
1961	153	348	Anheuser-Busch	308.8	15.4	   
1961	154	347	Ashland	303.7	14.9	   
1961	155	346	Koppers	302.5	7.5	   
1961	156	345	Johnson_and_Johnson	302	15.6	   
1961	157	344	Motorola	299.1	12.6	   
1961	158	343	Rath_Packing	296.7	1.4	   
1961	159	342	Furniture_Brands_Intl.	296.5	8.9	   
1961	160	341	Brown_Shoe	295.8	11.1	   
1961	161	340	Libby,_McNeill_and_Libby	294.7	4.2	   
1961	162	339	Aeroquip-Vickers	294.1	43.8	   
1961	163	338	Armstrong_Holdings	291.5	16.2	   
1961	164	337	Richfield_Oil	289	28.7	   
1961	165	336	Pet	287.1	9.3	   
1961	166	335	Phelps_Dodge	286.7	36	   
1961	167	334	Crane	285.6	4.8	   
1961	168	333	White_Motor	282.7	8.9	   
1961	169	332	Sherwin-Williams	282.3	16	   
1961	170	331	Lorillard	279.9	27.4	   
1961	171	330	Champion_International	276.2	12.9	   
1961	172	329	Central_Soya	276.1	4.2	   
1961	173	328	Quantum_Chemical	275.8	21.4	   
1961	174	327	J.E._Seagram	273.8	15.1	   
1961	175	326	USG	273.5	38.4	   
1961	176	325	Curtiss-Wright	270.6	10	   
1961	177	324	Pfizer	269.4	26.2	   
1961	178	323	A.O._Smith	265.2	6.5	   
1961	179	322	Celanese	264.1	19.9	   
1961	180	321	ACF_Industries	263.6	3.9	   
1961	181	320	Signal_Companies	263	16.5	   
1961	182	319	Combustion_Engineering	262	5.9	   
1961	183	318	Mack_Trucks	260.1	11.2	   
1961	184	317	Oscar_Mayer	259.8	5.7	   
1961	185	316	Consolidation_Coal	258	19.1	   
1961	186	315	Carrier	256.8	5	   
1961	187	314	Kellogg	256.2	21.5	   
1961	188	313	Skelly_Oil	254.9	24.4	   
1961	189	312	Eaton	253.5	10.7	   
1961	190	311	M._Lowenstein	253.3	5.2	   
1961	191	310	Flintkote	252.2	13	   
1961	192	309	GATX	250.7	19.3	   
1961	193	308	Westvaco	250.3	11	   
1961	194	307	CFandI_Steel	249.1	-4.8	   
1961	195	306	Rockwell-Standard	248.3	13	   
1961	196	305	Dresser_Industries	245.7	9.1	   
1961	197	304	Timken	244.8	19.2	   
1961	198	303	General_Precision_Equipment	244.4	5.3	   
1961	199	302	Dart_Industries	242.6	9.4	   
1961	200	301	Kaiser_Industries	240.2	6.5	   
1961	201	300	Archer_Daniels_Midland	239.9	3.7	   
1961	202	299	Allegheny_International	238.8	8.8	   
1961	203	298	Diamond_International	236.7	12.7	   
1961	204	297	Zenith_Electronics	235.8	15.2	   
1961	205	296	Northrop_Grumman	233.7	7.7	   
1961	206	295	Texas_Instruments	232.7	15.5	   
1961	207	294	H.K._Porter	231.1	4.1	   
1961	208	293	Dana	230.2	16.5	   
1961	209	292	National_Gypsum	227.2	23.5	   
1961	210	291	Wheeling_Pittsburgh	224.8	8.3	   
1961	211	290	Gillette	224.7	37.1	   
1961	212	289	Garrett	223.8	5.8	   
1961	213	288	Georgia-Pacific	222	15.2	   
1961	214	287	Electric_Autolite	221.8	5.6	   
1961	215	286	Stauffer_Chemical	219.7	19.8	   
1961	216	285	Sterling_Drug	218.5	22.2	   
1961	217	284	Rohm_and_Haas	218.2	21.3	   
1961	218	283	Owens_Corning	218.2	14.6	   
1961	219	282	Merck	218.1	27.8	   
1961	220	281	McLouth_Steel	216.4	14	   
1961	221	280	Republic_Aviation	215.3	4.7	   
1961	222	279	Corning	214.9	19.7	   
1961	223	278	Chance_Vought	213.9	3.9	   
1961	224	277	Union_Camp	213	18.6	   
1961	225	276	Fruehauf	212.3	9.5	   
1961	226	275	Revere_Copper_and_Brass	212	7.3	   
1961	227	274	Crucible_Steel	211	1.2	   
1961	228	273	Budd	209.1	24.3	   
1961	229	272	Grinnell	209	7.8	   
1961	230	271	Kaiser_Steel	207.1	-8.2	   
1961	231	270	American_Viscose	206.7	6.8	   
1961	232	269	Cannon_Mills	202.9	13.1	   
1961	233	268	BOC	202.5	14.7	   
1961	234	267	Parke,_Davis	200	30.5	   
1961	235	266	Campbell_Taggart	197.6	9.3	   
1961	236	265	Glidden	197.5	6.7	   
1961	237	264	Clark_Equipment	196.8	6.7	   
1961	238	263	National_Sugar_Refining	196.5	0.8	   
1961	239	262	Newport_News_Shipbuilding	195.3	7.9	   
1961	240	261	Champion_Papers	195.1	9.7	   
1961	241	260	Walter_Industries	195	3.6	   
1961	242	259	Studebaker-Worthington	194.4	7.7	   
1961	243	258	Rohr	193.2	-2.6	   
1961	244	257	Blaw-Knox	192.8	4.2	   
1961	245	256	Sunshine_Biscuits	192.6	8.1	   
1961	246	255	Collins_Radio	190.8	6.6	   
1961	247	254	Warner-Lambert	189.8	16.5	   
1961	248	253	Cone_Mills	188.5	3.7	   
1961	249	252	Litton_Industries	187.8	7.5	   
1961	250	251	Springs_Industries	187.6	18.7	   
1961	251	250	Curtis_Publishing	186.9	1.1	   
1961	252	249	Westinghouse_Air_Brake	186.4	7.6	   
1961	253	248	Ingersoll-Rand	185.8	24.8	   
1961	254	247	Norton	181.9	N.A.	   
1961	255	246	Tecumseh_Products	180.1	8.7	   
1961	256	245	Eli_Lilly	178.5	18.8	   
1961	257	244	Admiral	176.5	-2.5	   
1961	258	243	Hearst_Consolidated_Publications	174.1	-6.5	   
1961	259	242	General_Host	171.9	0.9	   
1961	260	241	Thiokol	171.5	3.6	   
1961	261	240	Outboard_Marine	171.4	12.6	   
1961	262	239	Agway	170.8	2.8	   
1961	263	238	Foster_Wheeler	170.8	2.8	   
1961	264	237	Hershey_Foods	170.3	18.5	   
1961	265	236	Kelsey-Hayes	168.4	3.8	   
1961	266	235	Avon_Products	168.2	17.1	   
1961	267	234	Cerro	168	9.4	   
1961	268	233	Schenley_Industries	167.5	8	   
1961	269	232	GK_Technologies	165.6	8.2	   
1961	270	231	Abex	164.2	5.7	   
1961	271	230	Dan_River	162.8	7.3	   
1961	272	229	American_Bakeries	162.2	4.4	   
1961	273	228	Stokely-Van_Camp	161.9	3.3	   
1961	274	227	GAF	159.8	7.2	   
1961	275	226	Pharmacia	159.4	22.8	   
1961	276	225	Kerr-McGee	157.8	7.3	   
1961	277	224	PepsiCo	157.7	14.2	   
1961	278	223	WestPoint_Stevens	156.9	8.2	   
1961	279	222	Farmland_Industries	156.2	7.6	   
1961	280	221	AM_International	156	12.7	   
1961	281	220	Staley_Continental	155.7	4.5	   
1961	282	219	Hooker_Chemical	149.8	12.7	   
1961	283	218	Link-Belt	149.6	6.1	   
1961	284	217	R.R._Donnelley_and_Sons	148.8	10.1	   
1961	285	216	LTV	148.4	3.1	   
1961	286	215	ESB	148.1	6	   
1961	287	214	Philadelphia_and_Reading	147.4	7.4	   
1961	288	213	Bristol-Myers_Squibb	146.7	10.8	   
1961	289	212	Coltec_Industries	145.4	0.7	   
1961	290	211	US_Pharmaceuticals	144.5	24	   
1961	291	210	Pittsburgh_Steel	143.2	1	   
1961	292	209	Anchor_Hocking	142.9	7	   
1961	293	208	Carborundum	142.6	7.6	   
1961	294	207	Bridgeport_Brass	142.2	3	   
1961	295	206	Scovill	142	2.2	   
1961	296	205	Endicott_Johnson	141.5	-1.5	   
1961	297	204	Anaconda_Wire_and_Cable	140.8	0.2	   
1961	298	203	Standard_Packaging	140.7	4.2	   
1961	299	202	Interlake	140.5	2.2	   
1961	300	201	Interstate_Brands	140.5	3.7	   
1961	301	200	Eastern_Gas_and_Fuel_Associates	139.1	6.5	   
1961	302	199	Maxus_Energy	138.3	11.7	   
1961	303	198	Packaging_Corp._of_America	138.3	6.5	   
1961	304	197	Continental_Motors	138.1	1.4	   
1961	305	196	Ex-Cell-O	137.6	8.2	   
1961	306	195	Granite_City_Steel	137.3	11.1	   
1961	307	194	Yale_and_Towne_Manufacturing	136.9	4.5	   
1961	308	193	Revlon	136.4	11.3	   
1961	309	192	Cummins	135.8	6	   
1961	310	191	Chemetron	133.5	4.4	   
1961	311	190	Richardson-Vicks	132.3	14.4	   
1961	312	189	Bemis	131.7	2.9	   
1961	313	188	OfficeMax	131.2	3.4	   
1961	314	187	Gerber_Products	131.1	7.1	   
1961	315	186	Keebler	130.5	2.5	   
1961	316	185	ITT_Rayonier	129.1	9.5	   
1961	317	184	Superior_Oil	129	21.6	   
1961	318	183	Keystone_Consolidated_Industries	128.8	8.3	   
1961	319	182	Engelhard_Industries	128	3.1	   
1961	320	181	Paccar	128	3.7	   
1961	321	180	Sunbeam/Oster	127.5	11.9	   
1961	322	179	Colorado_Milling_and_Elevator	127.2	0.8	   
1961	323	178	KVP_Sutherland_Paper	127	5.5	   
1961	324	177	Simmons	126.2	3.9	   
1961	325	176	Abbott_Laboratories	126	12.4	   
1961	326	175	Inmont	125.8	5.7	   
1961	327	174	Southern_States_Cooperative	125.7	2.2	   
1961	328	173	Emerson_Electric	125.7	6	   
1961	329	172	American_Bosch_Arma	125.3	1	   
1961	330	171	Magnavox	124.9	6.5	   
1961	331	170	Beaunit	124.1	6.3	   
1961	332	169	Imcera_Group	123.9	7.5	   
1961	333	168	Cincinnati_Milacron	123.6	2.8	   
1961	334	167	Western_Publishing_Group	123.1	7.4	   
1961	335	166	Baldwin-Lima-Hamilton	122.8	1.3	   
1961	336	165	Ryan_Aeronautical	122.7	2.9	   
1961	337	164	Rheem_Manufacturing	122.6	-2.7	   
1961	338	163	Ward_Foods	122.2	0.9	   
1961	339	162	Kayser-Roth	121.9	5.6	   
1961	340	161	Crown_Holdings	121.2	3.4	   
1961	341	160	Eagle-Picher_Industries	120.8	4.8	   
1961	342	159	Peabody_Coal	120.8	12.5	   
1961	343	158	Vulcan_Materials	120.7	5.9	   
1961	344	157	Amsted_Industries	120.1	7.8	   
1961	345	156	Ruberoid	120.1	4.7	   
1961	346	155	Case	119.9	-39.8	   
1961	347	154	Thomas_J._Lipton	119.6	7.6	   
1961	348	153	Federal-Mogul	118.5	9.7	   
1961	349	152	Squibb	118.3	9	   
1961	350	151	Midland-Ross	118.1	3.9	   
1961	351	150	McGraw-Hill	116.8	9	   
1961	352	149	Armstrong_Rubber	116.8	5	   
1961	353	148	Rockwell_Manufacturing	116.1	8	   
1961	354	147	Spencer_Kellogg_and_Sons	116	1	   
1961	355	146	Falstaff_Brewing	115.9	5.9	   
1961	356	145	Sharon_Steel	115.7	1.1	   
1961	357	144	I-T-E_Imperial	115.5	-0.3	   
1961	358	143	Trans_Union	115.4	7.8	   
1961	359	142	Copperweld_Steel	114.8	2.4	   
1961	360	141	Square_D	114.6	11.6	   
1961	361	140	Bell_and_Howell	114.1	5.1	   
1961	362	139	Cluett_Peabody	112.3	4.9	   
1961	363	138	New_York_Times	112.1	1.7	   
1961	364	137	Fibreboard	111.9	2.1	   
1961	365	136	Kendall	111.6	5.1	   
1961	366	135	Cyclops_Industries	111.5	4.4	   
1961	367	134	Mead_Johnson	111.3	13.3	   
1961	368	133	Times_Mirror	111.1	4.6	   
1961	369	132	Royal_McBee	111.1	0.8	   
1961	370	131	American_Chain_and_Cable	110.6	4.2	   
1961	371	130	Pabst_Brewing	110.5	2.1	   
1961	372	129	Cutler-Hammer	110.2	4.9	   
1961	373	128	Maytag	109.6	10.7	   
1961	374	127	National_Can	109.5	1.1	   
1961	375	126	Stewart-Warner	107.3	6.2	   
1961	376	125	Wagner_Electric	105.7	4.2	   
1961	377	124	Allied_Mills	105.7	2.5	   
1961	378	123	Cessna_Aircraft	103.3	7.3	   
1961	379	122	Potlatch	103.2	5.7	   
1961	380	121	U.S._Pipe_and_Foundry	103	6.6	   
1961	381	120	Lukens_Steel	102.9	4.9	   
1961	382	119	Trane	102.5	6.7	   
1961	383	118	Amerada_Hess	102.4	27.6	   
1961	384	117	Joy_Technologies	102.1	5.6	   
1961	385	116	Di_Giorgio	101	1.3	   
1961	386	115	Champion_Spark_Plug	100.6	16.7	   
1961	387	114	Wm._Wrigley_Jr.	100.5	10.2	   
1961	388	113	Pepperell_Manufacturing	100.2	3.5	   
1961	389	112	Federal_Pacific_Electric	100.2	2.8	   
1961	390	111	Ideal_Basic_Industries	99.8	13.7	   
1961	391	110	Cletrac	99.8	-15.7	   
1961	392	109	Polaroid	99.4	8.8	   
1961	393	108	Dayco	99.3	-6	   
1961	394	107	Reichhold_Chemicals	99.2	3.4	   
1961	395	106	Beech_Aircraft	98.9	4.9	   
1961	396	105	Great_Western_Sugar	98.4	5.9	   
1961	397	104	Delhi-Taylor_Oil	98.4	3.7	   
1961	398	103	Riegel_Paper	97.9	3.1	   
1961	399	102	Fairmont_Foods	97.3	1.7	   
1961	400	101	USM	97.3	10.8	   
1961	401	100	Harbison-Walker_Refractories	97.2	10.3	   
1961	402	99	Wyandotte_Chemicals	97	4.9	   
1961	403	98	Kern_County_Land	96.8	15.7	   
1961	404	97	Mohasco	96.5	3.2	   
1961	405	96	Witco	95.6	3	   
1961	406	95	Standard_Kollsman_Industries	95.6	3.5	   
1961	407	94	Stanley_Works	95.4	3	   
1961	408	93	Akzona	95.4	0.7	   
1961	409	92	Howmet	95	4.7	   
1961	410	91	Olivetti_Underwood	94.6	-26	   
1961	411	90	Clevite	94	6.8	   
1961	412	89	Safety-Kleen	93.4	-2.2	   
1961	413	88	Inland_Container	93.3	6.7	   
1961	414	87	Certainteed	93.2	2.3	   
1961	415	86	North_American_Philips	92.9	3.6	   
1961	416	85	Yuba_Consolidated_Industries	92.9	-2.9	   
1961	417	84	Canada_Dry	91.8	3.7	   
